facility_group,mode,Tr,origin_id,AF_k,P_i_x,id,Project_name,Type,Address,No_of_units,No_of_residents,Latitude,Longitude,Remarks,P_i_y
OS,walking,5,H_016,0.0,2.0,H_016,Mongkok,Completed Projects (Projects in Existing Residential Buildings),689 Nathan Road,2,4.6,22.32005071095241,114.16912021746104,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",2.0
OS,walking,5,H_017,0.0,71.0,H_017,Kwun Tong Garden Estate,Completed Projects (Projects in Existing Residential Buildings),"Garden Estate, Kwun Tong",71,163.3,22.316677404066343,114.21899436832192,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",71.0
OS,walking,5,H_018,0.0,38.0,H_018,Chun Seen Mei Chuen,Completed Projects (Projects in Existing Residential Buildings),Chun Seen Mei Chuen Chi Seen Lau,38,87.4,22.325635630870785,114.18796801613792,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",38.0
OS,walking,5,H_019,0.0,51.0,H_019,Completed Projects (Conversion of Non-residential Buildings),Completed Projects (Conversion of Non-residential Buildings),"63 Lung Kong Road, Kowloon City",51,168.0,22.33032199307013,114.19034887757957,,51.0
OS,walking,5,H_020,0.0,31.0,H_020,“James’ Garden” at Junction of Chatham Road North and Hok Yuen Street,Completed Projects (Conversion of Non-residential Buildings),23 Hok Yuen Street,31,106.0,22.31072233466476,114.18587989386256,,31.0
OS,walking,5,H_021,0.022159345542778527,89.0,H_021,“Nam Cheong 220”,Completed Projects (Newly-built Projects),23 Nam Cheong Street,89,162.0,22.327120276803647,114.16081692017994,,89.0
OS,walking,5,H_022,0.00017211789068885165,721.0,H_022,"“Kai Fook Kui” at Area 1B3, Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"Area 1B3, Muk On Street, Kai Tak",721,1600.0,22.328115501531983,114.20307349480436,,721.0
OS,walking,5,H_023,0.0,491.0,H_023,"“Good Mansion” at Hung Lok Road, Hung Hom",Completed Projects (Newly-built Projects),"9 Hung Lok Road, Hung Hom",491,1090.0,22.30289399310305,114.18565087987363,,491.0
OS,walking,5,H_024,0.0,110.0,H_024,"“LST Housing” at Sung Wong Toi Road, To Kwa Wan",Completed Projects (Newly-built Projects),"Sung Wong Toi Road, To Kwa Wan",110,220.0,22.322230800604657,114.19413509544434,,110.0
OS,walking,5,H_025,0.0,140.0,H_025,"“Tenacity Residence” at Ying Wa Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),6 Ying Wa Street,140,400.0,22.33089430937634,114.15261119339247,,140.0
OS,walking,5,H_026,0.0,281.0,H_026,"“James’ Concourse” at Yen Chow Street , Sham Shui Po",Completed Projects (Newly-built Projects),"1A Yen Chow Street, Sham Shui Po",281,509.0,22.328024080026637,114.15730908292618,,281.0
OS,walking,5,H_027,0.0,132.0,H_027,"“Shun Ting Terraced Home” at Cheung Shun Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),915 Cheung Sha Wan Road,132,388.0,22.336261035442227,114.1456682441262,,132.0
OS,walking,5,H_028,0.0,227.0,H_028,“Ho Yuet Home” at Wong Tai Sin Road,Completed Projects (Newly-built Projects),"Ho Yuet Home, Wong Tai Sin Road",227,612.0,22.34275843590141,114.19448653364658,,227.0
OS,walking,5,H_029,0.0016876743753628863,519.0,H_029,"“T-Loft@Kai Tak” at Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"12 Muk On Street, Kai Tak",519,1460.0,22.329988253500552,114.20206677006496,,519.0
OS,walking,5,H_030,0.0,329.0,H_030,"“LST Housing” at Choi Hing Road, Ngau Tau Kok",Completed Projects (Newly-built Projects),"21 Choi Hing Road, Ngau Tau Kok, Kowloon",329,774.0,22.33168510104312,114.21740112685418,,329.0
OS,walking,10,H_001,0.0002266426880030895,18.0,H_001,“Joyard” Transitional Housing Project at Hung Hom,Completed Projects (Projects in Existing Residential Buildings),"5/F and 6/F, Sheng Kung Hui Holy Carpenter Church & Community Centre, 1 Dyer Avenue, Hung Hom",18,41.0,22.307562811028166,114.1878114768805,,18.0
OS,walking,10,H_002,0.002385753121082894,9.0,H_002,"Lai Chi Kok Road, Tai Kok Tsui",Completed Projects (Projects in Existing Residential Buildings),421 Lai Chi Kok Road,9,20.7,22.33060808403042,114.1579704527733,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",9.0
OS,walking,10,H_003,0.0,49.0,H_003,"“James’ Court” at Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),"20 Soy Street, Mong Kok",49,112.7,22.31692548934092,114.16980854107668,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",49.0
OS,walking,10,H_004,0.01886792452830189,53.0,H_004,"“Home Plus” at Ha Heung Road, To Kwa Wan",Completed Projects (Projects in Existing Residential Buildings),"79 Ha Heung Road, To Kwa Wan",53,121.9,22.31796718527946,114.18925605559144,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",53.0
OS,walking,10,H_005,0.0,60.0,H_005,“Good Homes” at To Kwa Wan Road,Completed Projects (Projects in Existing Residential Buildings),76 To Kwa Wan Road,60,138.0,22.31642384826867,114.18941895047124,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",60.0
OS,walking,10,H_006,0.06089356689012163,15.0,H_006,"Castle Peak Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),215 Castle Peak Rd,15,34.5,22.33644998481309,114.15865146899498,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",15.0
OS,walking,10,H_007,0.15747120805688516,25.0,H_007,"“Happiness x Home Community” at Kim Shin Lane, Cheung Sha Wan",Completed Projects (Projects in Existing Residential Buildings),20 Kim Shin Lane,25,57.5,22.33930340959037,114.15272227081876,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",25.0
OS,walking,10,H_008,0.05517925459166707,24.0,H_008,“Friend Home” at Tai Kok Tsui,Completed Projects (Projects in Existing Residential Buildings),113 Tai Kok Tsui Road,24,55.2,22.321657041487025,114.16180624776824,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",24.0
OS,walking,10,H_009,0.005841034137202493,1.0,H_009,"Tai Nam Street, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),331 Tai Nan Street,1,2.3,22.32947172,114.16040108226962,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,walking,10,H_010,0.14981629522604617,1.0,H_010,"Ta Po Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),292 Tai Po Road,1,2.3,22.33545309541217,114.16282786556953,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,walking,10,H_011,0.7042279100234144,1.0,H_011,"Nathan Road, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),487 Nathan Road,1,2.3,22.311885702210223,114.17078088202784,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,walking,10,H_012,1.0,1.0,H_012,"Yee Cheong Building, Ka Lok Street, Kwun Tong",Completed Projects (Projects in Existing Residential Buildings),14 Ka Lok Street,1,2.3,22.31637282593241,114.2254549526174,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,walking,10,H_013,0.2957720899765856,1.0,H_013,"Pitt Street, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),Pitt Street,1,2.3,22.313867679723323,114.1698469609384,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,walking,10,H_014,0.0,14.0,H_014,"“Co-Living” at James’ House, Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),15 Soy Street,14,32.2,22.316582563903157,114.16907720145493,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",14.0
OS,walking,10,H_015,0.004187781126506925,88.0,H_015,"“LST Housing” at Fuk Lo Tsun Road, Kowloon City; Nam Kok Road, Kowloon City; Lok Shan Road, To Kwa Wan and Liberty Avenue, Ho Man Tin",Completed Projects (Projects in Existing Residential Buildings),Nam Kok Road,88,202.4,22.32961978,114.18985947558122,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",88.0
OS,walking,10,H_016,0.0,2.0,H_016,Mongkok,Completed Projects (Projects in Existing Residential Buildings),689 Nathan Road,2,4.6,22.32005071095241,114.16912021746104,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",2.0
OS,walking,10,H_017,0.0,71.0,H_017,Kwun Tong Garden Estate,Completed Projects (Projects in Existing Residential Buildings),"Garden Estate, Kwun Tong",71,163.3,22.316677404066343,114.21899436832192,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",71.0
OS,walking,10,H_018,0.0,38.0,H_018,Chun Seen Mei Chuen,Completed Projects (Projects in Existing Residential Buildings),Chun Seen Mei Chuen Chi Seen Lau,38,87.4,22.325635630870785,114.18796801613792,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",38.0
OS,walking,10,H_019,0.012381867860144913,51.0,H_019,Completed Projects (Conversion of Non-residential Buildings),Completed Projects (Conversion of Non-residential Buildings),"63 Lung Kong Road, Kowloon City",51,168.0,22.33032199307013,114.19034887757957,,51.0
OS,walking,10,H_020,0.0,31.0,H_020,“James’ Garden” at Junction of Chatham Road North and Hok Yuen Street,Completed Projects (Conversion of Non-residential Buildings),23 Hok Yuen Street,31,106.0,22.31072233466476,114.18587989386256,,31.0
OS,walking,10,H_021,0.014374586332079262,89.0,H_021,“Nam Cheong 220”,Completed Projects (Newly-built Projects),23 Nam Cheong Street,89,162.0,22.327120276803647,114.16081692017994,,89.0
OS,walking,10,H_022,0.0007066147119070327,721.0,H_022,"“Kai Fook Kui” at Area 1B3, Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"Area 1B3, Muk On Street, Kai Tak",721,1600.0,22.328115501531983,114.20307349480436,,721.0
OS,walking,10,H_023,0.002028351184553858,491.0,H_023,"“Good Mansion” at Hung Lok Road, Hung Hom",Completed Projects (Newly-built Projects),"9 Hung Lok Road, Hung Hom",491,1090.0,22.30289399310305,114.18565087987363,,491.0
OS,walking,10,H_024,0.0,110.0,H_024,"“LST Housing” at Sung Wong Toi Road, To Kwa Wan",Completed Projects (Newly-built Projects),"Sung Wong Toi Road, To Kwa Wan",110,220.0,22.322230800604657,114.19413509544434,,110.0
OS,walking,10,H_025,0.0,140.0,H_025,"“Tenacity Residence” at Ying Wa Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),6 Ying Wa Street,140,400.0,22.33089430937634,114.15261119339247,,140.0
OS,walking,10,H_026,0.004872053003622732,281.0,H_026,"“James’ Concourse” at Yen Chow Street , Sham Shui Po",Completed Projects (Newly-built Projects),"1A Yen Chow Street, Sham Shui Po",281,509.0,22.328024080026637,114.15730908292618,,281.0
OS,walking,10,H_027,0.0,132.0,H_027,"“Shun Ting Terraced Home” at Cheung Shun Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),915 Cheung Sha Wan Road,132,388.0,22.336261035442227,114.1456682441262,,132.0
OS,walking,10,H_028,0.0,227.0,H_028,“Ho Yuet Home” at Wong Tai Sin Road,Completed Projects (Newly-built Projects),"Ho Yuet Home, Wong Tai Sin Road",227,612.0,22.34275843590141,114.19448653364658,,227.0
OS,walking,10,H_029,0.0009451460360597868,519.0,H_029,"“T-Loft@Kai Tak” at Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"12 Muk On Street, Kai Tak",519,1460.0,22.329988253500552,114.20206677006496,,519.0
OS,walking,10,H_030,0.0,329.0,H_030,"“LST Housing” at Choi Hing Road, Ngau Tau Kok",Completed Projects (Newly-built Projects),"21 Choi Hing Road, Ngau Tau Kok, Kowloon",329,774.0,22.33168510104312,114.21740112685418,,329.0
OS,walking,15,H_001,0.05720874866852455,18.0,H_001,“Joyard” Transitional Housing Project at Hung Hom,Completed Projects (Projects in Existing Residential Buildings),"5/F and 6/F, Sheng Kung Hui Holy Carpenter Church & Community Centre, 1 Dyer Avenue, Hung Hom",18,41.0,22.307562811028166,114.1878114768805,,18.0
OS,walking,15,H_002,0.013872925094279797,9.0,H_002,"Lai Chi Kok Road, Tai Kok Tsui",Completed Projects (Projects in Existing Residential Buildings),421 Lai Chi Kok Road,9,20.7,22.33060808403042,114.1579704527733,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",9.0
OS,walking,15,H_003,0.0,49.0,H_003,"“James’ Court” at Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),"20 Soy Street, Mong Kok",49,112.7,22.31692548934092,114.16980854107668,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",49.0
OS,walking,15,H_004,0.0068162504047502145,53.0,H_004,"“Home Plus” at Ha Heung Road, To Kwa Wan",Completed Projects (Projects in Existing Residential Buildings),"79 Ha Heung Road, To Kwa Wan",53,121.9,22.31796718527946,114.18925605559144,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",53.0
OS,walking,15,H_005,0.003206689879368896,60.0,H_005,“Good Homes” at To Kwa Wan Road,Completed Projects (Projects in Existing Residential Buildings),76 To Kwa Wan Road,60,138.0,22.31642384826867,114.18941895047124,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",60.0
OS,walking,15,H_006,0.06887706003085042,15.0,H_006,"Castle Peak Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),215 Castle Peak Rd,15,34.5,22.33644998481309,114.15865146899498,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",15.0
OS,walking,15,H_007,0.13033900014321723,25.0,H_007,"“Happiness x Home Community” at Kim Shin Lane, Cheung Sha Wan",Completed Projects (Projects in Existing Residential Buildings),20 Kim Shin Lane,25,57.5,22.33930340959037,114.15272227081876,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",25.0
OS,walking,15,H_008,0.0507316715410627,24.0,H_008,“Friend Home” at Tai Kok Tsui,Completed Projects (Projects in Existing Residential Buildings),113 Tai Kok Tsui Road,24,55.2,22.321657041487025,114.16180624776824,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",24.0
OS,walking,15,H_009,0.020465249493193706,1.0,H_009,"Tai Nam Street, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),331 Tai Nan Street,1,2.3,22.32947172,114.16040108226962,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,walking,15,H_010,0.02261118469522488,1.0,H_010,"Ta Po Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),292 Tai Po Road,1,2.3,22.33545309541217,114.16282786556953,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,walking,15,H_011,0.23258825313059756,1.0,H_011,"Nathan Road, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),487 Nathan Road,1,2.3,22.311885702210223,114.17078088202784,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,walking,15,H_012,0.028011182515219238,1.0,H_012,"Yee Cheong Building, Ka Lok Street, Kwun Tong",Completed Projects (Projects in Existing Residential Buildings),14 Ka Lok Street,1,2.3,22.31637282593241,114.2254549526174,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,walking,15,H_013,0.1775240737620506,1.0,H_013,"Pitt Street, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),Pitt Street,1,2.3,22.313867679723323,114.1698469609384,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,walking,15,H_014,0.04213483379338227,14.0,H_014,"“Co-Living” at James’ House, Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),15 Soy Street,14,32.2,22.316582563903157,114.16907720145493,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",14.0
OS,walking,15,H_015,0.006444477650868185,88.0,H_015,"“LST Housing” at Fuk Lo Tsun Road, Kowloon City; Nam Kok Road, Kowloon City; Lok Shan Road, To Kwa Wan and Liberty Avenue, Ho Man Tin",Completed Projects (Projects in Existing Residential Buildings),Nam Kok Road,88,202.4,22.32961978,114.18985947558122,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",88.0
OS,walking,15,H_016,0.0,2.0,H_016,Mongkok,Completed Projects (Projects in Existing Residential Buildings),689 Nathan Road,2,4.6,22.32005071095241,114.16912021746104,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",2.0
OS,walking,15,H_017,0.027774490387109586,71.0,H_017,Kwun Tong Garden Estate,Completed Projects (Projects in Existing Residential Buildings),"Garden Estate, Kwun Tong",71,163.3,22.316677404066343,114.21899436832192,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",71.0
OS,walking,15,H_018,0.0028043208351397333,38.0,H_018,Chun Seen Mei Chuen,Completed Projects (Projects in Existing Residential Buildings),Chun Seen Mei Chuen Chi Seen Lau,38,87.4,22.325635630870785,114.18796801613792,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",38.0
OS,walking,15,H_019,0.00848796013183529,51.0,H_019,Completed Projects (Conversion of Non-residential Buildings),Completed Projects (Conversion of Non-residential Buildings),"63 Lung Kong Road, Kowloon City",51,168.0,22.33032199307013,114.19034887757957,,51.0
OS,walking,15,H_020,0.0,31.0,H_020,“James’ Garden” at Junction of Chatham Road North and Hok Yuen Street,Completed Projects (Conversion of Non-residential Buildings),23 Hok Yuen Street,31,106.0,22.31072233466476,114.18587989386256,,31.0
OS,walking,15,H_021,0.015156932943552498,89.0,H_021,“Nam Cheong 220”,Completed Projects (Newly-built Projects),23 Nam Cheong Street,89,162.0,22.327120276803647,114.16081692017994,,89.0
OS,walking,15,H_022,0.0007649519867000996,721.0,H_022,"“Kai Fook Kui” at Area 1B3, Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"Area 1B3, Muk On Street, Kai Tak",721,1600.0,22.328115501531983,114.20307349480436,,721.0
OS,walking,15,H_023,0.001976054020298489,491.0,H_023,"“Good Mansion” at Hung Lok Road, Hung Hom",Completed Projects (Newly-built Projects),"9 Hung Lok Road, Hung Hom",491,1090.0,22.30289399310305,114.18565087987363,,491.0
OS,walking,15,H_024,0.003088846764098135,110.0,H_024,"“LST Housing” at Sung Wong Toi Road, To Kwa Wan",Completed Projects (Newly-built Projects),"Sung Wong Toi Road, To Kwa Wan",110,220.0,22.322230800604657,114.19413509544434,,110.0
OS,walking,15,H_025,0.0024068715727468,140.0,H_025,"“Tenacity Residence” at Ying Wa Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),6 Ying Wa Street,140,400.0,22.33089430937634,114.15261119339247,,140.0
OS,walking,15,H_026,0.012942872479621522,281.0,H_026,"“James’ Concourse” at Yen Chow Street , Sham Shui Po",Completed Projects (Newly-built Projects),"1A Yen Chow Street, Sham Shui Po",281,509.0,22.328024080026637,114.15730908292618,,281.0
OS,walking,15,H_027,0.0,132.0,H_027,"“Shun Ting Terraced Home” at Cheung Shun Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),915 Cheung Sha Wan Road,132,388.0,22.336261035442227,114.1456682441262,,132.0
OS,walking,15,H_028,0.00881057268722467,227.0,H_028,“Ho Yuet Home” at Wong Tai Sin Road,Completed Projects (Newly-built Projects),"Ho Yuet Home, Wong Tai Sin Road",227,612.0,22.34275843590141,114.19448653364658,,227.0
OS,walking,15,H_029,0.0008641033094204785,519.0,H_029,"“T-Loft@Kai Tak” at Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"12 Muk On Street, Kai Tak",519,1460.0,22.329988253500552,114.20206677006496,,519.0
OS,walking,15,H_030,0.0,329.0,H_030,"“LST Housing” at Choi Hing Road, Ngau Tau Kok",Completed Projects (Newly-built Projects),"21 Choi Hing Road, Ngau Tau Kok, Kowloon",329,774.0,22.33168510104312,114.21740112685418,,329.0
OS,driving,15,H_001,0.00721138109984503,18.0,H_001,“Joyard” Transitional Housing Project at Hung Hom,Completed Projects (Projects in Existing Residential Buildings),"5/F and 6/F, Sheng Kung Hui Holy Carpenter Church & Community Centre, 1 Dyer Avenue, Hung Hom",18,41.0,22.307562811028166,114.1878114768805,,18.0
OS,driving,15,H_002,0.011109709236313105,9.0,H_002,"Lai Chi Kok Road, Tai Kok Tsui",Completed Projects (Projects in Existing Residential Buildings),421 Lai Chi Kok Road,9,20.7,22.33060808403042,114.1579704527733,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",9.0
OS,driving,15,H_003,0.020123838682834988,49.0,H_003,"“James’ Court” at Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),"20 Soy Street, Mong Kok",49,112.7,22.31692548934092,114.16980854107668,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",49.0
OS,driving,15,H_004,0.005076248353236633,53.0,H_004,"“Home Plus” at Ha Heung Road, To Kwa Wan",Completed Projects (Projects in Existing Residential Buildings),"79 Ha Heung Road, To Kwa Wan",53,121.9,22.31796718527946,114.18925605559144,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",53.0
OS,driving,15,H_005,0.0036128030385065325,60.0,H_005,“Good Homes” at To Kwa Wan Road,Completed Projects (Projects in Existing Residential Buildings),76 To Kwa Wan Road,60,138.0,22.31642384826867,114.18941895047124,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",60.0
OS,driving,15,H_006,0.08231842908520727,15.0,H_006,"Castle Peak Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),215 Castle Peak Rd,15,34.5,22.33644998481309,114.15865146899498,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",15.0
OS,driving,15,H_007,0.024871964060558707,25.0,H_007,"“Happiness x Home Community” at Kim Shin Lane, Cheung Sha Wan",Completed Projects (Projects in Existing Residential Buildings),20 Kim Shin Lane,25,57.5,22.33930340959037,114.15272227081876,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",25.0
OS,driving,15,H_008,0.02272631411689205,24.0,H_008,“Friend Home” at Tai Kok Tsui,Completed Projects (Projects in Existing Residential Buildings),113 Tai Kok Tsui Road,24,55.2,22.321657041487025,114.16180624776824,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",24.0
OS,driving,15,H_009,0.0161161919736993,1.0,H_009,"Tai Nam Street, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),331 Tai Nan Street,1,2.3,22.32947172,114.16040108226962,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,driving,15,H_010,1.1808695656693824,1.0,H_010,"Ta Po Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),292 Tai Po Road,1,2.3,22.33545309541217,114.16282786556953,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,driving,15,H_011,0.04347816522169218,1.0,H_011,"Nathan Road, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),487 Nathan Road,1,2.3,22.311885702210223,114.17078088202784,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,driving,15,H_012,0.009049072885265947,1.0,H_012,"Yee Cheong Building, Ka Lok Street, Kwun Tong",Completed Projects (Projects in Existing Residential Buildings),14 Ka Lok Street,1,2.3,22.31637282593241,114.2254549526174,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,driving,15,H_013,0.010806393778546624,1.0,H_013,"Pitt Street, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),Pitt Street,1,2.3,22.313867679723323,114.1698469609384,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
OS,driving,15,H_014,0.006868936084314499,14.0,H_014,"“Co-Living” at James’ House, Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),15 Soy Street,14,32.2,22.316582563903157,114.16907720145493,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",14.0
OS,driving,15,H_015,0.022070796703755984,88.0,H_015,"“LST Housing” at Fuk Lo Tsun Road, Kowloon City; Nam Kok Road, Kowloon City; Lok Shan Road, To Kwa Wan and Liberty Avenue, Ho Man Tin",Completed Projects (Projects in Existing Residential Buildings),Nam Kok Road,88,202.4,22.32961978,114.18985947558122,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",88.0
OS,driving,15,H_016,0.00421456693537919,2.0,H_016,Mongkok,Completed Projects (Projects in Existing Residential Buildings),689 Nathan Road,2,4.6,22.32005071095241,114.16912021746104,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",2.0
OS,driving,15,H_017,0.02431538722970083,71.0,H_017,Kwun Tong Garden Estate,Completed Projects (Projects in Existing Residential Buildings),"Garden Estate, Kwun Tong",71,163.3,22.316677404066343,114.21899436832192,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",71.0
OS,driving,15,H_018,0.018110579400360035,38.0,H_018,Chun Seen Mei Chuen,Completed Projects (Projects in Existing Residential Buildings),Chun Seen Mei Chuen Chi Seen Lau,38,87.4,22.325635630870785,114.18796801613792,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",38.0
OS,driving,15,H_019,0.03196674538122718,51.0,H_019,Completed Projects (Conversion of Non-residential Buildings),Completed Projects (Conversion of Non-residential Buildings),"63 Lung Kong Road, Kowloon City",51,168.0,22.33032199307013,114.19034887757957,,51.0
OS,driving,15,H_020,0.0393142098673671,31.0,H_020,“James’ Garden” at Junction of Chatham Road North and Hok Yuen Street,Completed Projects (Conversion of Non-residential Buildings),23 Hok Yuen Street,31,106.0,22.31072233466476,114.18587989386256,,31.0
OS,driving,15,H_021,0.04179359308080868,89.0,H_021,“Nam Cheong 220”,Completed Projects (Newly-built Projects),23 Nam Cheong Street,89,162.0,22.327120276803647,114.16081692017994,,89.0
OS,driving,15,H_022,0.0053706074640218985,721.0,H_022,"“Kai Fook Kui” at Area 1B3, Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"Area 1B3, Muk On Street, Kai Tak",721,1600.0,22.328115501531983,114.20307349480436,,721.0
