ID,facility_type,facility_name,facility_sc,map_latitude,map_longitude,Total_supply,,,,
SS_083,Secondary School,CCC KEI CHI SECONDARY SCHOOL,中華基督教會基智中學,22.31683744,114.224491,93,,,,
SS_084,Secondary School,CCC MONG MAN WAI COLLEGE,中華基督教會蒙民偉書院,22.31606797,114.23045,93,,,,
SS_085,Secondary School,FDBWA SZETO HO SECONDARY SCHOOL,五邑司徒浩中學,22.306512,114.2350951,93,,,,
SS_086,Secondary School,HK SKH BISHOP HALL SECONDARY SCHOOL,香港聖公會何明華會督中學,22.31435106,114.2336716,93,,,,
SS_087,Secondary School,HKWMA CHU SHEK LUN SECONDARY SCHOOL,香港布廠商會朱石麟中學,22.32742458,114.2115169,70,,,,
SS_088,Secondary School,KO LUI SECONDARY SCHOOL,高雷中學,22.321831,114.2256865,93,,,,
SS_089,Secondary School,KWUN TONG GOVERNMENT SECONDARY SCHOOL,觀塘官立中學,22.33312783,114.2270688,100,,,,
SS_090,Secondary School,KWUN TONG KUNG LOK GOVERNMENT SECONDARY SCHOOL,觀塘功樂官立中學,22.31828297,114.2222494,70,,,,
SS_091,Secondary School,KWUN TONG MARYKNOLL COLLEGE,觀塘瑪利諾書院,22.3184798,114.2284224,96,,,,
SS_092,Secondary School,LEUNG SHEK CHEE COLLEGE,梁式芝書院,22.31457704,114.2330506,96,,,,
SS_093,Secondary School,MARYKNOLL SECONDARY SCHOOL,瑪利諾中學,22.32471911,114.2309678,93,,,,
SS_094,Secondary School,MISSION COVENANT CHURCH HOLM GLAD COLLEGE,基督教聖約教會堅樂中學,22.31424348,114.2314005,96,,,,
SS_095,Secondary School,NING PO COLLEGE,寧波公學,22.31658525,114.2221615,93,,,,
SS_096,Secondary School,NING PO NO.2 COLLEGE,寧波第二中學,22.32471999,114.2282597,93,,,,
SS_097,Secondary School,NLSI LUI KWOK PAT FONG COLLEGE,新生命教育協會呂郭碧鳳中學,22.31919335,114.228015,93,,,,
SS_098,Secondary School,PO CHIU CATHOLIC SECONDARY SCHOOL,天主教普照中學,22.29817566,114.2380321,93,,,,
SS_099,Secondary School,SHUN LEE CATHOLIC SECONDARY SCHOOL,順利天主教中學,22.3331461,114.2264185,96,,,,
SS_100,Secondary School,SING YIN SECONDARY SCHOOL,聖言中學,22.33176745,114.2152454,119,,,,
SS_101,Secondary School,SKH KEI HAU SECONDARY SCHOOL,聖公會基孝中學,22.30582566,114.2351239,93,,,,
SS_102,Secondary School,SKH LEUNG KWAI YEE SECONDARY SCHOOL,聖公會梁季彜中學,22.31384618,114.2312645,93,,,,
SS_103,Secondary School,ST ANTONIUS GIRLS' COLLEGE,聖安當女書院,22.30080333,114.2386544,93,,,,
SS_104,Secondary School,ST CATHARINE'S SCHOOL FOR GIRLS,聖傑靈女子中學,22.31929511,114.2196485,117,,,,
SS_105,Secondary School,ST JOSEPH'S ANGLO-CHINESE SCHOOL,聖若瑟英文中學,22.33219147,114.216954,93,,,,
SS_106,Secondary School,ST PAUL'S SCHOOL (LAM TIN),藍田聖保祿中學,22.30866948,114.2373573,117,,,,
SS_107,Secondary School,THE HKTA CHING CHUNG SECONDARY SCHOOL,香港道教聯合會青松中學,22.3141527,114.2327689,93,,,,
SS_108,Secondary School,YCH LAW CHAN CHOR SI COLLEGE,仁濟醫院羅陳楚思中學,22.32819292,114.2078578,93,,,,
SS_109,Secondary School,BUDDHIST SIN TAK COLLEGE,佛教善德英文中學,22.36224334,114.1298637,93,,,,
SS_110,Secondary School,BUDDHIST YIP KEI NAM MEMORIAL COLLEGE,佛教葉紀南紀念中學,22.34889754,114.1083164,93,,,,
SS_111,Secondary School,CARITAS ST JOSEPH SECONDARY SCHOOL,明愛聖若瑟中學,22.35658021,114.1030215,70,,,,
SS_112,Secondary School,CARMEL ALISON LAM FOUNDATION SECONDARY SCHOOL,迦密愛禮信中學,22.35081174,114.1337217,93,,,,
SS_113,Secondary School,CCC CHUEN YUEN COLLEGE,中華基督教會全完中學,22.36851905,114.1281042,93,,,,
SS_114,Secondary School,CCC YENCHING COLLEGE,中華基督教會燕京書院,22.3623699,114.1054942,93,,,,
SS_115,Secondary School,CNEC CHRISTIAN COLLEGE,中華傳道會安柱中學,22.36395262,114.1394848,93,,,,
SS_116,Secondary School,CNEC LEE I YAO MEMORIAL SECONDARY SCHOOL,中華傳道會李賢堯紀念中學,22.35928767,114.1213696,93,,,,
SS_117,Secondary School,COTTON SPINNERS ASSOCIATION SECONDARY SCHOOL,棉紡會中學,22.362523,114.1288636,70,,,,
SS_118,Secondary School,DMHC SIU MING CATHOLIC SECONDARY SCHOOL,天主教母佑會蕭明中學,22.36533139,114.1285131,93,,,,
SS_119,Secondary School,HKSYC&IA CHAN NAM CHONG MEMORIAL COLLEGE,香港四邑商工總會陳南昌紀念中學,22.34546438,114.1291898,70,,,,
SS_120,Secondary School,HKTA THE YUEN YUEN INST NO. 1 SECONDARY SCHOOL,香港道教聯合會圓玄學院第一中學,22.36648984,114.1379501,93,,,,
SS_121,Secondary School,JU CHING CHU SECONDARY SCHOOL (KWAI CHUNG),裘錦秋中學（葵涌）,22.37021107,114.1407551,93,,,,
SS_122,Secondary School,KIANGSU-CHEKIANG COLLEGE (KWAI CHUNG),葵涌蘇浙公學,22.36146591,114.1271649,93,,,,
SS_123,Secondary School,KWAI CHUNG METHODIST COLLEGE,葵涌循道中學,22.35222868,114.130634,93,,,,
SS_124,Secondary School,LAI KING CATHOLIC SECONDARY SCHOOL,荔景天主教中學,22.35278753,114.1270903,93,,,,
SS_125,Secondary School,LINGNAN DR CHUNG WING KWONG MEMORIAL SECONDARY SCHOOL,嶺南鍾榮光博士紀念中學,22.35296831,114.1276339,93,,,,
SS_126,Secondary School,LIONS CLUBS INTERNATIONAL TSEUNG CHUI KING COLLEGE,獅子會蔣翠琼中學,22.3596589,114.1243112,93,,,,
SS_127,Secondary School,LOK SIN TONG KU CHIU MAN SECONDARY SCHOOL,樂善堂顧超文中學,22.36064305,114.1237671,93,,,,
SS_128,Secondary School,LOK SIN TONG LEUNG CHIK WAI MEMORIAL SCHOOL,樂善堂梁植偉紀念中學,22.3504641,114.0978794,93,,,,
SS_129,Secondary School,PLK LO KIT SING (1983) COLLEGE,保良局羅傑承（一九八三）中學,22.3492838,114.103637,93,,,,
SS_130,Secondary School,POPE PAUL VI COLLEGE,保祿六世書院,22.36313066,114.138718,93,,,,
SS_131,Secondary School,QCOBA SECONDARY SCHOOL,皇仁舊生會中學,22.36132887,114.0999995,93,,,,
SS_132,Secondary School,SALESIANS OF DB NG SIU MUI SECONDARY SCHOOL,天主教慈幼會伍少梅中學,22.36676762,114.1297651,70,,,,
SS_133,Secondary School,SHEK LEI CATHOLIC SECONDARY SCHOOL,石籬天主教中學,22.37180046,114.1408129,93,,,,
SS_134,Secondary School,SKH LAM WOO MEMORIAL SECONDARY SCHOOL,聖公會林護紀念中學,22.36510619,114.1304259,93,,,,
SS_135,Secondary School,STFA LEE SHAU KEE COLLEGE,順德聯誼總會李兆基中學,22.36086004,114.1245632,93,,,,
SS_136,Secondary School,THE METHODIST LEE WAI LEE COLLEGE,李惠利中學,22.36545764,114.1279111,93,,,,
SS_137,Secondary School,TWGHS CHEN ZAO MEN COLLEGE,東華三院陳兆民中學,22.36441038,114.1288727,93,,,,
SS_138,Secondary School,TWGHS MRS WU YORK YU MEMORIAL COLLEGE,東華三院伍若瑜夫人紀念中學,22.37099676,114.1408811,93,,,,
SS_139,Secondary School,TWGHS SC GAW MEMORIAL COLLEGE,東華三院吳祥川紀念中學,22.35263321,114.1016159,93,,,,
OS_001,Public Open Space,Seaside Sonata,愛海頌,22.32708193,114.1598676,1500.503,,,,
OS_002,Public Open Space,Cullinan West,匯璽,22.32680324,114.1536953,1000,,,,
OS_003,Public Open Space,The Hong Kong Polytechnic University,香港理工大學,22.30452301,114.1798756,6434,,,,
OS_004,Public Open Space,Grand Central,凱滙,22.31450368,114.2239011,5749,,,,
OS_005,Public Open Space,Phase 8 Development of the Hong Kong Polytechnic University,香港理工大學八期,22.30624451,114.1791966,7941,,,,
OS_006,Public Open Space,Hong Kong Metropolitan University,香港都會大學,22.31742406,114.1797638,500,,,,
OS_007,Public Open Space,Vista,海峯,22.33317067,114.1609065,250,,,,
OS_008,Public Open Space,K11,K11,22.2974283,114.1733419,1200,,,,
OS_009,Public Open Space,Beacon Lodge,豐盛居,22.34000619,114.1554696,250,,,,
OS_010,Public Open Space,Prosperous Garden,駿發花園,22.31044123,114.1684986,7510,,,,
OS_011,Public Open Space,Metro Harbour View,港灣豪庭,22.3245282,114.160466,9800,,,,
OS_012,Public Open Space,International Trade Tower,International Trade Tower,22.31531289,114.2174441,1006,,,,
OS_013,Public Open Space,Olympian City 1,奧海城1期,22.32064484,114.157239,7800,,,,
OS_014,Public Open Space,Laguna Verde,海逸豪園,22.3089597,114.1921989,13000,,,,
OS_015,Public Open Space,Royal Peninsula,半島豪庭,22.30522158,114.1844734,2700,,,,
OS_016,Public Open Space,Jubilant Place,欣榮花園,22.32135906,114.1895205,1800,,,,
OS_017,Public Open Space,Kingston International Centre,金利豐國際中心,22.32364982,114.2099727,"4,400",,,,
OS_018,Public Open Space,Heya Crystal,喜薈,22.33951844,114.1547513,150.016,,,,
OS_019,Public Open Space,Kowloon Station Development,九龍站物業發展,22.3055101,114.1624139,17000,,,,
OS_020,Public Open Space,HSBC Centre,滙豐中心,22.31874881,114.1607819,3900,,,,
OS_021,Public Open Space,Fu On Street CLP Substation,富安街中華電力變電站,22.33721695,114.1847372,606,,,,
OS_022,Public Open Space,The Church of Jesus Christ of Latter-Day Saints Hong Kong China Temple,耶穌基督後期聖徒教會中國香港聖殿,22.34028754,114.1773306,593,,,,
OS_023,Public Open Space,Olympian City Two,奧海城二期,22.31509161,114.1628497,8900,,,,
OS_024,Public Open Space,Sceneway Garden,匯景花園,22.30488608,114.235405,4840,,,,
OS_025,Public Open Space,Heya Aqua,喜漾,22.33899736,114.1544309,150.431,,,,
OS_026,Public Open Space,Communication and Visual Arts Building of Hong Kong Baptist University,香港浸會大學傳理視藝大樓,22.33417697,114.1822278,1800,,,,
OS_027,Public Open Space,"One Harbour Front, Two Harbour Front and Harbour Grand Kowloon",海濱廣場一座、海濱廣場二座及九龍海逸君綽酒店,22.30266531,114.1927417,970,,,,
OS_028,Public Open Space,Trinity Towers,丰滙,22.3286733,114.1595675,580,,,,
OS_029,Public Open Space,Ngau Tau Kok Park,牛頭角公園,22.32298436,114.2150159,20000,,,,
OS_030,Public Open Space,Po Kong Village Road / Shung Wah Street Sitting-out Area,蒲崗村道 / 崇華街休憩處,22.34587074,114.1995906,90000,,,,
OS_031,Public Open Space,Jordan Valley Park,佐敦谷公園,22.32984225,114.2218066,63000,,,,
OS_032,Public Open Space,Wai Lok Street Temporary Soccer Pitch,偉樂街臨時足球場,22.30397107,114.2260365,5200,,,,
OS_033,Public Open Space,Cornwall Street Park,歌和老街公園,22.33887904,114.1739903,23067.9,,,,
OS_034,Public Open Space,Fung Tak Park,鳳德公園,22.34238515,114.1980553,10700,,,,
OS_035,Public Open Space,Nam Cheong Park,南昌公園,22.32409123,114.1574113,47400,,,,
OS_036,Public Open Space,West Kowloon Waterfront Promenade,西九龍海濱長廊,22.30069709,114.1545691,20000,,,,
OS_037,Public Open Space,Kowloon Walled City Park,九龍寨城公園,22.33165589,114.1898271,31000,,,,
OS_038,Public Open Space,Nan Lian Garden,南蓮園池,22.33912956,114.2045257,35000,,,,
OS_039,Public Open Space,Yuen Po Street Bird Garden,園圃街雀鳥花園,22.32577476,114.1738033,3000,,,,
OS_040,Public Open Space,Kowloon Park,九龍公園,22.30011781,114.1702102,133000,,,,
OS_041,Public Open Space,Lai Chi Kok Park,荔枝角公園,22.3394756,114.1369849,176500,,,,
OS_042,Public Open Space,Shek Kip Mei Park,石硤尾公園,22.33858998,114.170982,78500,,,,
OS_043,Public Open Space,Hoi Fai Road Promenade,海輝道海濱花園,22.31697205,114.1582851,4000,,,,
OS_044,Public Open Space,Ngau Chi Wan Park,牛池灣公園,22.33615123,114.2138022,40000,,,,
OS_045,Public Open Space,Hoi Fai Road Park,海輝道公園,22.31705453,114.1558226,9500,,,,
OS_046,Public Open Space,King Fuk Street Sitting-out Area,景福街休憩處,22.33386391,114.1962314,1010,,,,
OS_047,Public Open Space,Kam Fung Street Sitting-out Area,金鳳街休憩處,22.34487565,114.1979996,1280,,,,
OS_048,Public Open Space,Wing Hong Street Rest Garden,永康街休憩花園,22.3402211,114.1513439,2500,,,,
OS_049,Public Open Space,Lung Cheung Road Lookout,龍翔道眺望處,22.34284928,114.1714243,3000,,,,
OS_050,Public Open Space,Kai Tak Avenue Park,啟德大道公園,22.32979782,114.2013549,32000,,,,
OS_051,Public Open Space,On Sau Road Park,安秀道公園,22.3229847,114.232035,14070,,,,
OS_052,Public Open Space,Tong Yam Street Hillside Sitting-out Area,棠蔭街山邊休憩處,22.32840315,114.1698565,680,,,,
